"","Data","Method","metric","slice","difference","Df","T","p-value"," "
"323","Mammaliaformes","Slices:gradual","sum.variance","110:105",-0.77,22,-0.083,1," "
"324","Mammaliaformes","Slices:gradual","sum.variance","105:100",-0.36,24,-0.042,1," "
"325","Mammaliaformes","Slices:gradual","sum.variance","100:95",-0.85,29,-0.119,1," "
"326","Mammaliaformes","Slices:gradual","sum.variance","95:90",-1.51,31,-0.244,1," "
"327","Mammaliaformes","Slices:gradual","sum.variance","90:85",0.83,30,0.135,1," "
"328","Mammaliaformes","Slices:gradual","sum.variance","85:80",-3.53,33,-0.608,1," "
"329","Mammaliaformes","Slices:gradual","sum.variance","80:75",5.33,31,0.848,1," "
"330","Mammaliaformes","Slices:gradual","sum.variance","75:70",13.03,23,1.348,1," "
"331","Mammaliaformes","Slices:gradual","sum.variance","70:65",-8.3,21,-0.734,1," "
"332","Mammaliaformes","Slices:gradual","sum.variance","65:60",5.49,19,0.457,1," "
"333","Mammaliaformes","Slices:gradual","sum.variance","60:55",0.98,17,0.078,1," "
"334","Mammaliaformes","Slices:gradual","sum.variance","55:50",-4.96,19,-0.461,1," "
"335","Mammaliaformes","Slices:gradual","sum.variance","50:45",-0.87,23,-0.102,1," "
"336","Mammaliaformes","Slices:gradual","sum.variance","45:40",-3.48,27,-0.488,1," "
"337","Mammaliaformes","Slices:gradual","sum.variance","40:35",-1.23,30,-0.19,1," "
"338","Mammaliaformes","Slices:gradual","sum.variance","35:30",-0.53,33,-0.087,1," "
"339","Mammaliaformes","Slices:gradual","sum.variance","30:25",-1.59,36,-0.277,1," "
"340","Mammaliaformes","Slices:gradual","sum.variance","25:20",-4.91,39,-0.984,1," "
"341","Mammaliaformes","Slices:gradual","sum.variance","20:15",-1.8,39,-0.377,1," "
"342","Mammaliaformes","Slices:gradual","sum.variance","15:10",-2.66,38,-0.609,1," "
"343","Mammaliaformes","Slices:gradual","sum.variance","10:5",-0.01,38,-0.002,1," "
"344","Mammaliaformes","Slices:gradual","sum.variance","5:0",-0.02,38,-0.006,1," "
"345","Mammaliaformes","Intervals:tips","product.variance","170.3-166.1:166.1-163.5",0,11,0.157,1," "
"346","Mammaliaformes","Intervals:tips","product.variance","166.1-163.5:163.5-157.3",0,9,0.088,1," "
"347","Mammaliaformes","Intervals:tips","product.variance","163.5-157.3:157.3-152.1",0,13,-0.092,1," "
"348","Mammaliaformes","Intervals:tips","product.variance","157.3-152.1:152.1-145",0,18,0.043,1," "
"349","Mammaliaformes","Intervals:tips","product.variance","152.1-145:145-139.8",0,12,0.034,1," "
"350","Mammaliaformes","Intervals:tips","product.variance","145-139.8:139.8-132.9",0,7,0.237,1," "
"351","Mammaliaformes","Intervals:tips","product.variance","139.8-132.9:132.9-129.4",0,7,-0.012,1," "
"352","Mammaliaformes","Intervals:tips","product.variance","132.9-129.4:129.4-125",0,18,-0.086,1," "
"353","Mammaliaformes","Intervals:tips","product.variance","129.4-125:125-113",0,26,0.135,1," "
"354","Mammaliaformes","Intervals:tips","product.variance","125-113:113-100.5",0,20,0.053,1," "
"355","Mammaliaformes","Intervals:tips","product.variance","113-100.5:100.5-93.9",0,12,0.102,1," "
"356","Mammaliaformes","Intervals:tips","product.variance","100.5-93.9:93.9-89.8",0,7,0.226,1," "
"357","Mammaliaformes","Intervals:tips","product.variance","93.9-89.8:89.8-86.3",0,7,-0.21,1," "
"358","Mammaliaformes","Intervals:tips","product.variance","89.8-86.3:86.3-83.6",0,7,0.21,1," "
"359","Mammaliaformes","Intervals:tips","product.variance","86.3-83.6:83.6-72.1",0,14,-0.055,1," "
"360","Mammaliaformes","Intervals:tips","product.variance","83.6-72.1:72.1-66",0,18,0.076,1," "
"361","Mammaliaformes","Intervals:tips","product.variance","72.1-66:66-61.6",0,12,0.061,1," "
"362","Mammaliaformes","Intervals:tips","product.variance","66-61.6:61.6-0",0,26,-0.102,1," "
"363","Mammaliaformes","Slices:DELTRAN","product.variance","170:165",NA,NA,NA,NA,NA
"364","Mammaliaformes","Slices:DELTRAN","product.variance","165:160",NA,NA,NA,NA,NA
"365","Mammaliaformes","Slices:DELTRAN","product.variance","160:155",NA,NA,NA,NA,NA
"366","Mammaliaformes","Slices:DELTRAN","product.variance","155:150",NA,NA,NA,NA,NA
"367","Mammaliaformes","Slices:DELTRAN","product.variance","150:145",NA,NA,NA,NA,NA
"368","Mammaliaformes","Slices:DELTRAN","product.variance","145:140",NA,NA,NA,NA,NA
"369","Mammaliaformes","Slices:DELTRAN","product.variance","140:135",NA,NA,NA,NA,NA
"370","Mammaliaformes","Slices:DELTRAN","product.variance","135:130",NA,NA,NA,NA,NA
"371","Mammaliaformes","Slices:DELTRAN","product.variance","130:125",NA,NA,NA,NA,NA
"372","Mammaliaformes","Slices:DELTRAN","product.variance","125:120",NA,NA,NA,NA,NA
"373","Mammaliaformes","Slices:DELTRAN","product.variance","120:115",NA,NA,NA,NA,NA
"374","Mammaliaformes","Slices:DELTRAN","product.variance","115:110",NA,NA,NA,NA,NA
"375","Mammaliaformes","Slices:DELTRAN","product.variance","110:105",NA,NA,NA,NA,NA
"376","Mammaliaformes","Slices:DELTRAN","product.variance","105:100",NA,NA,NA,NA,NA
"377","Mammaliaformes","Slices:DELTRAN","product.variance","100:95",NA,NA,NA,NA,NA
"378","Mammaliaformes","Slices:DELTRAN","product.variance","95:90",NA,NA,NA,NA,NA
"379","Mammaliaformes","Slices:DELTRAN","product.variance","90:85",NA,NA,NA,NA,NA
"380","Mammaliaformes","Slices:DELTRAN","product.variance","85:80",NA,NA,NA,NA,NA
"381","Mammaliaformes","Slices:DELTRAN","product.variance","80:75",NA,NA,NA,NA,NA
"382","Mammaliaformes","Slices:DELTRAN","product.variance","75:70",NA,NA,NA,NA,NA
"383","Mammaliaformes","Slices:DELTRAN","product.variance","70:65",NA,NA,NA,NA,NA
"384","Mammaliaformes","Slices:DELTRAN","product.variance","65:60",NA,NA,NA,NA,NA
"385","Mammaliaformes","Slices:DELTRAN","product.variance","60:55",NA,NA,NA,NA,NA
"386","Mammaliaformes","Slices:DELTRAN","product.variance","55:50",NA,NA,NA,NA,NA
"387","Mammaliaformes","Slices:DELTRAN","product.variance","50:45",NA,NA,NA,NA,NA
"388","Mammaliaformes","Slices:DELTRAN","product.variance","45:40",NA,NA,NA,NA,NA
"389","Mammaliaformes","Slices:DELTRAN","product.variance","40:35",NA,NA,NA,NA,NA
"390","Mammaliaformes","Slices:DELTRAN","product.variance","35:30",NA,NA,NA,NA,NA
"391","Mammaliaformes","Slices:DELTRAN","product.variance","30:25",NA,NA,NA,NA,NA
"392","Mammaliaformes","Slices:DELTRAN","product.variance","25:20",NA,NA,NA,NA,NA
"393","Mammaliaformes","Slices:DELTRAN","product.variance","20:15",NA,NA,NA,NA,NA
"394","Mammaliaformes","Slices:DELTRAN","product.variance","15:10",NA,NA,NA,NA,NA
"395","Mammaliaformes","Slices:DELTRAN","product.variance","10:5",NA,NA,NA,NA,NA
"396","Mammaliaformes","Slices:DELTRAN","product.variance","5:0",NA,NA,NA,NA,NA
"397","Mammaliaformes","Slices:gradual","product.variance","170:165",NA,NA,NA,NA,NA
"398","Mammaliaformes","Slices:gradual","product.variance","165:160",NA,NA,NA,NA,NA
"399","Mammaliaformes","Slices:gradual","product.variance","160:155",NA,NA,NA,NA,NA
"400","Mammaliaformes","Slices:gradual","product.variance","155:150",NA,NA,NA,NA,NA
"401","Mammaliaformes","Slices:gradual","product.variance","150:145",NA,NA,NA,NA,NA
"402","Mammaliaformes","Slices:gradual","product.variance","145:140",NA,NA,NA,NA,NA
"403","Mammaliaformes","Slices:gradual","product.variance","140:135",NA,NA,NA,NA,NA
"404","Mammaliaformes","Slices:gradual","product.variance","135:130",NA,NA,NA,NA,NA
"405","Mammaliaformes","Slices:gradual","product.variance","130:125",NA,NA,NA,NA,NA
"406","Mammaliaformes","Slices:gradual","product.variance","125:120",NA,NA,NA,NA,NA
"407","Mammaliaformes","Slices:gradual","product.variance","120:115",NA,NA,NA,NA,NA
"408","Mammaliaformes","Slices:gradual","product.variance","115:110",NA,NA,NA,NA,NA
"409","Mammaliaformes","Slices:gradual","product.variance","110:105",NA,NA,NA,NA,NA
"410","Mammaliaformes","Slices:gradual","product.variance","105:100",NA,NA,NA,NA,NA
"411","Mammaliaformes","Slices:gradual","product.variance","100:95",NA,NA,NA,NA,NA
"412","Mammaliaformes","Slices:gradual","product.variance","95:90",NA,NA,NA,NA,NA
"413","Mammaliaformes","Slices:gradual","product.variance","90:85",NA,NA,NA,NA,NA
"414","Mammaliaformes","Slices:gradual","product.variance","85:80",NA,NA,NA,NA,NA
"415","Mammaliaformes","Slices:gradual","product.variance","80:75",NA,NA,NA,NA,NA
"416","Mammaliaformes","Slices:gradual","product.variance","75:70",NA,NA,NA,NA,NA
"417","Mammaliaformes","Slices:gradual","product.variance","70:65",NA,NA,NA,NA,NA
"418","Mammaliaformes","Slices:gradual","product.variance","65:60",NA,NA,NA,NA,NA
"419","Mammaliaformes","Slices:gradual","product.variance","60:55",NA,NA,NA,NA,NA
"420","Mammaliaformes","Slices:gradual","product.variance","55:50",NA,NA,NA,NA,NA
"421","Mammaliaformes","Slices:gradual","product.variance","50:45",NA,NA,NA,NA,NA
"422","Mammaliaformes","Slices:gradual","product.variance","45:40",NA,NA,NA,NA,NA
"423","Mammaliaformes","Slices:gradual","product.variance","40:35",NA,NA,NA,NA,NA
"424","Mammaliaformes","Slices:gradual","product.variance","35:30",NA,NA,NA,NA,NA
"425","Mammaliaformes","Slices:gradual","product.variance","30:25",NA,NA,NA,NA,NA
"426","Mammaliaformes","Slices:gradual","product.variance","25:20",NA,NA,NA,NA,NA
"427","Mammaliaformes","Slices:gradual","product.variance","20:15",NA,NA,NA,NA,NA
"428","Mammaliaformes","Slices:gradual","product.variance","15:10",NA,NA,NA,NA,NA
"429","Mammaliaformes","Slices:gradual","product.variance","10:5",NA,NA,NA,NA,NA
"430","Mammaliaformes","Slices:gradual","product.variance","5:0",NA,NA,NA,NA,NA
"431","Eutherians","Intervals:tips","centroid","163.5-145:145-125",-1,6,-1.195,1," "
"432","Eutherians","Intervals:tips","centroid","145-125:125-113",-0.14,9,-0.277,1," "
"433","Eutherians","Intervals:tips","centroid","125-113:113-100.5",1.14,7,1.499,1," "
"434","Eutherians","Intervals:tips","centroid","113-100.5:100.5-93.9",-0.61,5,-0.621,1," "
"435","Eutherians","Intervals:tips","centroid","100.5-93.9:93.9-89.8",-1.04,14,-2.708,0.27184," "
"436","Eutherians","Intervals:tips","centroid","93.9-89.8:86.3-83.6",0.99,14,2.449,0.44989," "
"437","Eutherians","Intervals:tips","centroid","86.3-83.6:83.6-72.1",-1.16,18,-3.396,0.05156,"."
"438","Eutherians","Intervals:tips","centroid","83.6-72.1:72.1-66",0.33,23,2.135,0.69786," "
"439","Eutherians","Intervals:tips","centroid","72.1-66:66-61.6",-0.39,25,-2.721,0.18673," "
"440","Eutherians","Intervals:tips","centroid","66-61.6:61.6-59.2",0.51,23,2.741,0.18635," "
"441","Eutherians","Intervals:tips","centroid","61.6-59.2:59.2-56",-0.11,13,-0.362,1," "
"442","Eutherians","Intervals:tips","centroid","59.2-56:56-47.8",-0.46,26,-3.167,0.06261,"."
"443","Eutherians","Intervals:tips","centroid","56-47.8:47.8-41.3",0.72,24,4.074,0.007,"**"
"444","Eutherians","Intervals:tips","centroid","47.8-41.3:38-33.9",-0.17,11,-0.457,1," "
"445","Eutherians","Intervals:tips","centroid","38-33.9:33.9-23.03",1.34,8,1.817,1," "
"446","Eutherians","Intervals:tips","centroid","33.9-23.03:20.44-0",-1.81,16,-3.747,0.02813,"*"
"447","Eutherians","Intervals:tips+nodes","centroid","170.3-157.3:157.3-152.1",1.22,7,1.508,1," "
"448","Eutherians","Intervals:tips+nodes","centroid","157.3-152.1:152.1-145",-1.07,6,-1.15,1," "
"449","Eutherians","Intervals:tips+nodes","centroid","152.1-145:145-132.9",-0.32,10,-0.654,1," "
"450","Eutherians","Intervals:tips+nodes","centroid","145-132.9:132.9-125",-0.01,11,-0.028,1," "
"451","Eutherians","Intervals:tips+nodes","centroid","132.9-125:125-113",-0.44,15,-1.515,1," "
"452","Eutherians","Intervals:tips+nodes","centroid","125-113:113-100.5",-0.08,23,-0.509,1," "
"453","Eutherians","Intervals:tips+nodes","centroid","113-100.5:100.5-93.9",0.41,19,1.78,1," "
"454","Eutherians","Intervals:tips+nodes","centroid","100.5-93.9:93.9-89.8",-0.57,23,-3.041,0.11608," "
"455","Eutherians","Intervals:tips+nodes","centroid","93.9-89.8:89.8-86.3",0.54,24,3.028,0.1161," "
